CustomerID,Age,Gender,Location,MaritalStatus,PolicyType,PolicyStartDate,PolicyEndDate,Premium,RenewalStatus,NumClaims,ClaimAmount,ClaimSatisfaction,PaymentHistory,PaymentMethod,ChurnStatus,Region,State,Product,CustomerCategory
CS0014947,63,Male,Lagos,Single,Auto,20/10/2022,09/12/2023,39510.11,Yes,4,137097.22,3,On-time,Card Payment,No,SouthEast,Enugu,Personal Accident,Individual
CS0014948,35,Female,Kano,Divorced,Home,20/05/2016,14/07/2023,26060.46,Yes,2,616154.9,1,Missed,Card Payment,No,SouthEast,Ebonyi,Marine Insurance,Individual
CS0014949,48,Male,Abuja,Married,Life,20/07/2015,26/05/2023,14433.35,No,1,466107.26,5,On-time,Mobile Payment,Yes,NorthEast,Borno,Goods-In-Transit,Corporate
CS0014950,63,Male,Ibadan,Married,Travel,24/07/2020,19/07/2024,187269.7,Yes,1,312492.52,2,Late,Mobile Payment,No,NorthEast,Taraba,Plant-All-Risk,Corporate
CS0014951,54,Male,Abuja,Married,Travel,09/11/2017,11/03/2023,254154.39,Yes,0,6635.78,2,On-time,Mobile Payment,No,SouthWest,Ondo,Burglary,Corporate
CS0014952,38,Female,Port Harcourt,Widowed,Auto,04/09/2022,07/09/2024,94669.67,Yes,4,269305.4,1,On-time,Card Payment,No,SouthWest,Ogun,Machine Breakdown,Corporate
CS0014953,31,Male,Kano,Married,Auto,08/03/2020,18/09/2024,448849.53,Yes,0,474869.35,2,On-time,Bank Transfer,No,NorthEast,Bauchi,Consequential Loss,Corporate
CS0014954,42,Male,Lagos,Divorced,Health,13/04/2016,23/12/2023,295812.7,Yes,3,753464.96,3,Missed,Mobile Payment,No,NorthCentral,Kogi,All Risk Insurance,Individual
CS0014955,44,Female,Abuja,Widowed,Home,31/08/2020,15/07/2023,302807.4,Yes,0,155584.19,3,On-time,Mobile Payment,Yes,SouthEast,Ebonyi,Comprehensive Motor,Individual
CS0014956,57,Female,Port Harcourt,Divorced,Health,17/05/2020,13/10/2024,42229.55,No,3,506640.2,3,On-time,Bank Transfer,No,SouthEast,Enugu,Personal Accident,Individual
CS0014957,40,Male,Port Harcourt,Single,Home,25/01/2015,20/05/2023,49366.18,Yes,2,258978.09,4,On-time,Card Payment,No,NorthCentral,Nasarawa,Comprehensive Motor,Individual
CS0014958,48,Female,Kano,Divorced,Home,19/03/2018,13/08/2023,257308.65,No,3,356351.9,4,Late,Bank Transfer,No,NorthWest,Kano,Home,Corporate
CS0014959,64,Male,Ibadan,Married,Auto,02/09/2018,24/08/2024,383633.44,No,4,963362.28,1,On-time,Card Payment,No,SouthWest,Ogun,Home,Corporate
CS0014960,46,Male,Ibadan,Single,Auto,08/07/2020,16/08/2023,420949.76,No,1,588084.5,3,On-time,Card Payment,No,NorthCentral,Benue,Professional Indemnity,Individual
CS0014961,64,Male,Abuja,Single,Home,27/07/2015,28/10/2023,275128.24,Yes,0,86288.72,3,On-time,Card Payment,No,SouthWest,Ogun,Travel,Corporate
CS0014962,47,Female,Abuja,Single,Auto,09/10/2017,24/04/2023,298700.5,No,2,483134.94,5,On-time,Mobile Payment,No,SouthEast,Ebonyi,Motor 3rd Party,Corporate
CS0014963,68,Female,Ibadan,Single,Home,29/08/2020,31/01/2024,311066.89,Yes,0,825485.26,3,On-time,Mobile Payment,No,SouthSouth,Akwa-Ibom,Professional Indemnity,Corporate
CS0014964,43,Male,Lagos,Widowed,Auto,08/09/2016,11/11/2024,162100.52,Yes,2,628901.23,1,On-time,Bank Transfer,No,NorthCentral,FCT,Goods-In-Transit,Corporate
CS0014965,37,Male,Lagos,Divorced,Life,24/12/2015,06/10/2023,487948.23,Yes,1,69996.15,1,On-time,Bank Transfer,Yes,NorthEast,Adamawa,Aviation,Corporate
CS0014966,55,Male,Port Harcourt,Single,Home,25/06/2022,20/12/2024,488144.47,No,4,707673.84,5,On-time,Bank Transfer,Yes,NorthCentral,Nasarawa,Travel,Corporate
CS0014967,36,Male,Kano,Widowed,Travel,15/09/2020,24/12/2024,316158.04,Yes,4,146577.53,3,Late,Card Payment,No,SouthEast,Enugu,Aviation,Individual
CS0014968,44,Female,Lagos,Widowed,Life,23/05/2015,18/08/2024,195614.12,Yes,3,979733.44,2,On-time,Bank Transfer,No,SouthEast,Abia,Fire & Special Perils,Corporate
CS0014969,42,Female,Abuja,Widowed,Health,01/12/2022,07/05/2023,426296.74,Yes,3,631040.37,5,On-time,Card Payment,No,NorthEast,Taraba,Machine Breakdown,Individual
CS0014970,57,Female,Lagos,Divorced,Auto,14/04/2022,30/04/2023,95913.67,Yes,0,396918.22,2,On-time,Mobile Payment,No,NorthEast,Yobe,Burglary,Corporate
CS0014971,55,Female,Kano,Single,Health,28/01/2021,17/12/2024,305747.72,Yes,3,839497.28,4,On-time,Card Payment,Yes,SouthWest,Ekiti,Burglary,Corporate
CS0014972,69,Female,Abuja,Divorced,Travel,06/08/2019,30/08/2024,396689.83,Yes,4,324511.11,2,On-time,Bank Transfer,No,NorthWest,Zamfara,Burglary,Individual
CS0014973,40,Male,Kano,Widowed,Auto,16/02/2022,03/10/2024,12001.86,Yes,0,285731.74,3,Late,Card Payment,Yes,NorthEast,Bauchi,Aviation,Corporate
CS0014974,46,Female,Ibadan,Widowed,Health,21/09/2016,25/10/2024,221560.05,Yes,1,212346.95,1,On-time,Bank Transfer,Yes,NorthWest,Jigawa,Oil & Gas,Corporate
CS0014975,32,Male,Kano,Divorced,Life,03/05/2017,23/08/2024,138353.67,Yes,1,746730.59,2,On-time,Mobile Payment,Yes,NorthWest,Zamfara,Enhanced Motor 3rd Party,Individual
CS0014976,20,Male,Kano,Widowed,Health,31/01/2016,10/12/2024,401152.67,Yes,1,987941.26,3,On-time,Mobile Payment,No,SouthSouth,Rivers,Contractors-All-Risk,Individual
CS0014977,27,Female,Kano,Widowed,Auto,03/07/2017,13/01/2024,462560.67,Yes,1,677224.7,4,On-time,Card Payment,No,NorthWest,Jigawa,Plant-All-Risk,Individual
CS0014978,32,Female,Abuja,Married,Life,09/01/2021,27/12/2023,94891.08,Yes,2,224597.33,4,On-time,Bank Transfer,Yes,NorthWest,Sokoto,Aviation,Corporate
CS0014979,33,Male,Kano,Widowed,Travel,21/07/2015,22/08/2024,98055.46,Yes,4,802033.28,4,On-time,Mobile Payment,No,SouthEast,Enugu,Plant-All-Risk,Corporate
CS0014980,34,Male,Kano,Divorced,Health,11/07/2020,20/01/2024,481323.48,Yes,0,860991.47,4,On-time,Card Payment,No,NorthWest,Kebbi,Consequential Loss,Corporate
CS0014981,36,Male,Port Harcourt,Single,Home,30/01/2017,01/10/2024,260866.3,Yes,2,544990.14,2,On-time,Bank Transfer,No,SouthEast,Enugu,Bonds Insurance,Corporate
CS0014982,28,Female,Abuja,Single,Auto,03/02/2017,14/03/2024,57925.2,No,2,949512.79,5,On-time,Bank Transfer,Yes,SouthEast,Abia,Oil & Gas,Individual
CS0014983,65,Female,Kano,Divorced,Home,26/12/2020,29/07/2023,47264.85,Yes,1,961497.4,5,On-time,Mobile Payment,Yes,NorthCentral,Niger,Fire & Special Perils,Corporate
CS0014984,22,Female,Lagos,Divorced,Home,14/07/2021,28/04/2023,482510.2,Yes,1,400542.24,1,On-time,Mobile Payment,Yes,NorthCentral,Plateau,Contractors-All-Risk,Individual
CS0014985,22,Female,Kano,Widowed,Health,26/05/2022,30/10/2024,221664.58,Yes,1,132196.07,2,On-time,Mobile Payment,No,NorthWest,Jigawa,Consequential Loss,Corporate
CS0014986,31,Male,Lagos,Divorced,Home,31/05/2022,15/10/2023,471656.47,Yes,0,723430.73,4,Late,Mobile Payment,Yes,SouthEast,Ebonyi,All Risk Insurance,Individual
CS0014987,67,Female,Ibadan,Divorced,Life,30/09/2018,07/05/2024,292669.29,Yes,4,394323.46,3,On-time,Bank Transfer,No,NorthCentral,FCT,All Risk Insurance,Corporate
CS0014988,43,Male,Ibadan,Widowed,Travel,31/08/2017,18/09/2023,363868.06,No,1,369203.43,5,On-time,Card Payment,Yes,SouthEast,Abia,Consequential Loss,Corporate
CS0014989,25,Female,Abuja,Married,Travel,08/04/2021,25/09/2023,146730,Yes,3,322243.88,1,On-time,Mobile Payment,Yes,SouthSouth,Edo,Fire & Special Perils,Individual
CS0014990,22,Female,Abuja,Married,Home,28/10/2021,25/10/2023,43086.91,No,4,630506.78,5,Late,Card Payment,No,NorthWest,Sokoto,Professional Indemnity,Corporate
CS0014991,24,Female,Ibadan,Widowed,Auto,29/11/2021,12/04/2023,395220.81,Yes,2,545043.28,1,On-time,Bank Transfer,No,NorthEast,Taraba,Enhanced Motor 3rd Party,Individual
CS0014992,33,Male,Abuja,Married,Home,18/08/2021,02/05/2023,92449.67,No,1,588949.72,2,Late,Card Payment,No,SouthEast,Enugu,Personal Accident,Corporate
CS0014993,31,Male,Lagos,Married,Auto,04/05/2019,22/05/2024,361006.77,Yes,0,35269.3,3,Missed,Mobile Payment,No,SouthWest,Lagos,Personal Accident,Corporate
CS0014994,54,Female,Lagos,Widowed,Travel,27/09/2020,11/10/2024,47018.57,No,1,887854.18,1,On-time,Bank Transfer,No,SouthEast,Abia,Comprehensive Motor,Individual
CS0014995,58,Male,Port Harcourt,Married,Life,14/10/2017,06/08/2023,291907.28,Yes,2,413241.4,5,Missed,Card Payment,No,NorthCentral,FCT,Marine Insurance,Individual
CS0014996,21,Male,Abuja,Divorced,Auto,18/04/2019,08/07/2024,379051.74,Yes,0,595314.45,4,On-time,Card Payment,No,NorthEast,Taraba,Fire & Burglary,Individual
CS0014997,53,Female,Abuja,Married,Travel,11/06/2019,02/05/2023,19384.93,Yes,4,771212.52,3,Late,Bank Transfer,No,SouthEast,Enugu,Travel,Corporate
CS0014998,65,Female,Port Harcourt,Married,Health,25/04/2017,30/07/2023,200317.32,No,0,298291.87,4,On-time,Mobile Payment,No,NorthEast,Adamawa,Plant-All-Risk,Corporate
CS0014999,34,Male,Kano,Divorced,Home,25/07/2020,06/04/2023,298310.61,Yes,0,284307.48,4,Missed,Mobile Payment,No,NorthEast,Bauchi,Burglary,Individual
CS0015000,64,Female,Lagos,Divorced,Auto,30/06/2015,26/03/2023,401166.09,No,1,816281.17,3,On-time,Mobile Payment,No,NorthWest,Katsina,Travel,Corporate
CS0015001,53,Male,Kano,Single,Life,20/10/2015,05/10/2024,136436.41,No,3,744760.16,2,Late,Card Payment,No,SouthSouth,Edo,Oil & Gas,Individual
CS0015002,23,Male,Port Harcourt,Widowed,Home,28/02/2017,19/01/2024,409951.95,Yes,1,432305.01,2,On-time,Bank Transfer,No,SouthEast,Anambra,Marine Insurance,Individual
CS0015003,33,Female,Abuja,Single,Travel,29/05/2018,21/12/2023,327476.27,Yes,1,98007.67,5,On-time,Mobile Payment,No,NorthCentral,Benue,Machine Breakdown,Individual
CS0015004,46,Male,Kano,Single,Travel,16/02/2019,18/11/2023,179912.33,Yes,4,366334.82,2,On-time,Mobile Payment,Yes,SouthEast,Anambra,Aviation,Individual
CS0015005,53,Female,Abuja,Married,Travel,03/10/2016,04/08/2024,156782.63,Yes,4,789356.24,2,On-time,Mobile Payment,No,NorthEast,Adamawa,Travel,Corporate
CS0015006,55,Male,Port Harcourt,Divorced,Auto,04/07/2017,05/02/2023,353988.44,No,3,35187.46,4,Late,Card Payment,No,SouthSouth,Bayelsa,Travel,Individual
CS0015007,54,Male,Ibadan,Single,Health,19/04/2016,08/02/2023,364797.12,No,4,689715.93,5,On-time,Bank Transfer,No,NorthCentral,Niger,Enhanced Motor 3rd Party,Individual
CS0015008,65,Male,Abuja,Widowed,Health,07/10/2019,27/08/2024,322156.24,Yes,0,916699.48,1,Late,Card Payment,No,NorthEast,Taraba,Burglary,Corporate
CS0015009,65,Male,Kano,Single,Travel,02/02/2019,23/03/2023,227621.86,Yes,2,526832.13,2,On-time,Card Payment,Yes,NorthEast,Adamawa,Personal Accident,Individual
CS0015010,27,Male,Kano,Married,Home,13/05/2018,06/03/2023,20802.27,Yes,1,622967.71,4,On-time,Card Payment,No,NorthCentral,Benue,Enhanced Motor 3rd Party,Individual
CS0015011,58,Male,Port Harcourt,Single,Life,09/12/2019,13/03/2023,291263.42,No,2,406450.72,3,On-time,Bank Transfer,No,NorthCentral,Benue,Enhanced Motor 3rd Party,Individual
CS0015012,53,Female,Kano,Divorced,Home,10/12/2018,03/11/2023,309972.32,Yes,3,165206.93,1,On-time,Mobile Payment,No,NorthWest,Sokoto,Home,Corporate
CS0015013,46,Male,Lagos,Divorced,Auto,17/03/2016,16/09/2024,127713.12,Yes,1,888622.38,5,Late,Bank Transfer,No,NorthWest,Kano,Fire & Special Perils,Corporate
CS0015014,31,Male,Abuja,Widowed,Health,04/08/2016,07/10/2024,109573.89,Yes,4,431277.57,3,On-time,Bank Transfer,No,NorthWest,Sokoto,Marine Insurance,Individual
CS0015015,21,Male,Lagos,Single,Life,01/08/2021,05/07/2023,433499.47,No,3,926109.69,4,On-time,Mobile Payment,No,SouthWest,Lagos,Burglary,Individual
CS0015016,61,Female,Port Harcourt,Divorced,Travel,03/03/2018,14/04/2023,98128.15,Yes,4,526943.73,5,On-time,Bank Transfer,No,SouthEast,Enugu,All Risk Insurance,Individual
CS0015017,59,Male,Lagos,Single,Travel,19/01/2018,18/09/2024,112795.03,Yes,1,957062.41,1,Late,Bank Transfer,No,NorthEast,Adamawa,Home,Individual
CS0015018,53,Male,Lagos,Single,Auto,16/07/2015,16/02/2023,315192.08,Yes,4,904487.3,5,Late,Bank Transfer,No,NorthWest,Jigawa,Fire & Special Perils,Corporate
CS0015019,67,Male,Abuja,Divorced,Auto,26/06/2018,19/04/2023,166369.39,Yes,1,659417.24,5,On-time,Bank Transfer,No,SouthEast,Enugu,Professional Indemnity,Individual
CS0015020,62,Female,Abuja,Divorced,Auto,14/07/2021,20/08/2023,226160.32,Yes,4,424874.33,1,On-time,Mobile Payment,No,NorthWest,Kaduna,Motor 3rd Party,Corporate
CS0015021,30,Female,Ibadan,Married,Auto,22/08/2018,21/10/2023,269747.37,Yes,4,804851.2,4,On-time,Mobile Payment,No,NorthCentral,Kwara,Home,Corporate
CS0015022,63,Female,Lagos,Married,Travel,17/03/2019,22/11/2024,466198.45,Yes,2,645329.36,5,On-time,Card Payment,No,SouthSouth,Bayelsa,Aviation,Corporate
CS0015023,35,Male,Abuja,Widowed,Travel,26/06/2022,10/08/2024,137669.4,Yes,3,703838.98,2,Late,Bank Transfer,No,NorthWest,Sokoto,Travel,Corporate
CS0015024,50,Male,Lagos,Widowed,Auto,28/11/2022,28/09/2024,31814.07,Yes,4,688184.13,2,Missed,Mobile Payment,No,SouthWest,Oyo,Motor 3rd Party,Individual
CS0015025,38,Male,Lagos,Widowed,Travel,23/07/2017,05/07/2023,66765.93,Yes,1,701115.53,1,Late,Mobile Payment,Yes,SouthSouth,Bayelsa,Motor 3rd Party,Individual
CS0015026,33,Female,Port Harcourt,Single,Auto,07/03/2018,03/11/2024,35291.6,Yes,0,841641.92,1,On-time,Mobile Payment,No,NorthWest,Kano,Travel,Individual
CS0015027,32,Male,Port Harcourt,Widowed,Life,16/09/2016,30/04/2024,379528.03,No,4,913291.06,5,On-time,Card Payment,No,NorthCentral,Kwara,All Risk Insurance,Individual
CS0015028,22,Female,Lagos,Divorced,Auto,06/11/2019,13/02/2023,490654.27,No,0,593453.71,2,On-time,Bank Transfer,No,SouthSouth,Edo,Home,Individual
CS0015029,23,Female,Port Harcourt,Widowed,Auto,10/06/2021,21/10/2024,49306.71,Yes,3,271025.36,5,On-time,Bank Transfer,No,NorthCentral,Niger,Bonds Insurance,Corporate
CS0015030,55,Male,Abuja,Single,Life,24/09/2020,13/10/2023,149423.23,Yes,2,284921.62,4,On-time,Bank Transfer,No,NorthEast,Borno,Fire & Special Perils,Individual
CS0015031,20,Male,Lagos,Married,Health,25/04/2019,19/06/2024,428353.09,No,3,416556.88,2,Late,Card Payment,No,SouthEast,Abia,Consequential Loss,Corporate
CS0015032,65,Female,Port Harcourt,Single,Home,01/12/2020,09/03/2024,449767.34,Yes,4,310848.64,4,On-time,Card Payment,Yes,NorthWest,Katsina,Home,Individual
CS0015033,29,Male,Abuja,Divorced,Auto,16/03/2018,28/01/2024,115979.43,No,4,398511.46,5,Late,Bank Transfer,Yes,SouthSouth,Rivers,Burglary,Individual
CS0015034,53,Female,Lagos,Widowed,Life,08/04/2021,26/09/2023,460278.08,No,3,714862.13,5,On-time,Bank Transfer,No,NorthWest,Katsina,Fire & Burglary,Individual
CS0015035,50,Female,Lagos,Widowed,Life,02/04/2019,05/08/2023,293169.4,Yes,2,944830.88,5,On-time,Bank Transfer,No,NorthWest,Jigawa,Goods-In-Transit,Individual
CS0015036,53,Male,Port Harcourt,Divorced,Travel,18/05/2018,29/02/2024,497568.33,Yes,3,90187.61,3,Late,Card Payment,Yes,SouthSouth,Delta,Motor 3rd Party,Corporate
CS0015037,50,Male,Abuja,Widowed,Auto,20/08/2015,18/06/2023,21015.22,Yes,4,482850.13,5,On-time,Card Payment,No,SouthWest,Osun,Goods-In-Transit,Individual
CS0015038,48,Male,Lagos,Married,Life,25/10/2018,26/11/2023,395115.3,Yes,3,628699.7,2,On-time,Card Payment,No,SouthWest,Ogun,Fire & Special Perils,Corporate
CS0015039,38,Male,Lagos,Single,Health,09/11/2021,23/03/2023,37090.12,Yes,4,122245.4,5,On-time,Mobile Payment,No,SouthSouth,Bayelsa,Fire & Burglary,Corporate
CS0015040,44,Male,Ibadan,Single,Health,12/07/2015,09/04/2024,369870.32,No,1,35478.37,4,Late,Card Payment,No,NorthCentral,Plateau,Plant-All-Risk,Corporate
CS0015041,44,Male,Lagos,Divorced,Home,11/03/2015,27/06/2024,472548.25,Yes,2,260712.25,3,On-time,Mobile Payment,No,NorthWest,Kaduna,Fire & Burglary,Individual
CS0015042,25,Male,Ibadan,Married,Travel,27/12/2022,16/07/2024,170113.32,No,3,252362.19,5,On-time,Bank Transfer,No,NorthWest,Katsina,Motor 3rd Party,Corporate
CS0015043,54,Female,Ibadan,Divorced,Travel,28/12/2022,09/01/2024,176052.22,Yes,3,561095.08,2,On-time,Card Payment,Yes,SouthEast,Ebonyi,Fire & Burglary,Corporate
CS0015044,49,Male,Abuja,Divorced,Travel,01/01/2021,10/08/2023,127258.98,Yes,0,415203.01,2,On-time,Card Payment,No,NorthWest,Jigawa,Oil & Gas,Corporate
CS0015045,43,Male,Kano,Married,Auto,07/08/2016,07/12/2023,221334.65,No,2,766858.12,1,On-time,Mobile Payment,Yes,NorthCentral,Plateau,Aviation,Individual
CS0015046,19,Male,Ibadan,Divorced,Health,05/05/2015,03/10/2024,241675.97,Yes,0,569711.52,5,On-time,Mobile Payment,No,SouthEast,Abia,Fire & Special Perils,Corporate
CS0015047,29,Male,Abuja,Single,Auto,20/08/2021,18/03/2023,290214.06,Yes,0,467944.15,2,On-time,Bank Transfer,No,NorthEast,Bauchi,Fire & Burglary,Corporate
CS0015048,39,Female,Port Harcourt,Widowed,Life,15/03/2020,04/03/2024,347325.04,Yes,4,294533.04,3,On-time,Mobile Payment,No,SouthEast,Anambra,Oil & Gas,Individual
CS0015049,34,Male,Ibadan,Single,Home,10/01/2017,17/04/2023,312724.69,No,0,531048.5,5,On-time,Card Payment,No,NorthEast,Gombe,Plant-All-Risk,Corporate
CS0015050,24,Female,Kano,Widowed,Home,04/03/2018,25/06/2024,58475.04,Yes,1,842364.37,5,On-time,Bank Transfer,No,SouthEast,Enugu,Plant-All-Risk,Corporate
CS0015051,60,Female,Port Harcourt,Widowed,Auto,13/12/2018,17/06/2024,319750.64,Yes,0,815856.26,4,Late,Mobile Payment,No,SouthEast,Ebonyi,Goods-In-Transit,Corporate
CS0015052,21,Female,Ibadan,Single,Home,21/06/2015,01/08/2023,104426.76,Yes,3,34008.2,2,Missed,Mobile Payment,No,SouthEast,Enugu,Fire & Special Perils,Corporate
CS0015053,54,Female,Ibadan,Divorced,Auto,26/11/2022,12/06/2023,272025.27,Yes,0,233393.73,4,On-time,Card Payment,No,SouthEast,Imo,Comprehensive Motor,Individual
CS0015054,55,Female,Kano,Married,Travel,22/10/2015,22/01/2024,297896.91,Yes,1,766641.69,2,On-time,Bank Transfer,No,SouthWest,Oyo,Plant-All-Risk,Individual
CS0015055,49,Male,Lagos,Widowed,Life,06/06/2016,22/04/2024,223770.64,Yes,2,369140.68,1,On-time,Bank Transfer,No,NorthWest,Kebbi,Enhanced Motor 3rd Party,Corporate
CS0015056,28,Female,Kano,Married,Travel,02/05/2021,04/11/2023,214692.48,Yes,4,835778.2,2,On-time,Card Payment,No,SouthSouth,Delta,Motor 3rd Party,Individual
CS0015057,18,Female,Abuja,Married,Home,06/09/2021,25/08/2024,218399.46,Yes,1,893386.96,1,On-time,Mobile Payment,No,NorthEast,Gombe,Professional Indemnity,Individual
CS0015058,42,Male,Abuja,Widowed,Life,02/08/2021,23/02/2023,125110.87,No,3,766514.04,3,On-time,Mobile Payment,No,NorthWest,Kano,Home,Individual
CS0015059,59,Female,Kano,Married,Health,04/07/2019,12/07/2024,403556.91,Yes,3,49068.84,5,On-time,Bank Transfer,Yes,NorthEast,Gombe,Travel,Corporate
CS0015060,69,Male,Kano,Married,Auto,15/08/2022,10/07/2024,248002.5,Yes,0,936040.47,4,Missed,Card Payment,Yes,NorthCentral,Kwara,Machine Breakdown,Individual
CS0015061,41,Male,Kano,Divorced,Life,17/08/2020,09/10/2024,257532.54,Yes,0,459924.1,2,On-time,Card Payment,No,SouthSouth,Bayelsa,Oil & Gas,Corporate
CS0015062,60,Male,Kano,Married,Auto,18/11/2016,29/05/2023,100464.74,Yes,0,11936.06,2,On-time,Bank Transfer,No,NorthCentral,FCT,Enhanced Motor 3rd Party,Corporate
CS0015063,34,Male,Kano,Single,Life,21/01/2015,18/04/2023,243004.03,Yes,0,287541.1,5,On-time,Card Payment,No,SouthSouth,Bayelsa,Enhanced Motor 3rd Party,Individual
CS0015064,25,Female,Ibadan,Widowed,Home,27/07/2015,21/02/2024,224251.29,Yes,4,595750.64,5,On-time,Bank Transfer,No,SouthSouth,Rivers,All Risk Insurance,Individual
CS0015065,62,Female,Port Harcourt,Divorced,Travel,14/11/2020,11/09/2024,212872.1,Yes,0,341016.81,4,On-time,Mobile Payment,No,NorthCentral,Nasarawa,Plant-All-Risk,Corporate
CS0015066,44,Female,Abuja,Single,Home,06/05/2017,08/11/2024,228606.38,Yes,2,553551.95,2,Missed,Mobile Payment,No,NorthCentral,Nasarawa,Motor 3rd Party,Corporate
CS0015067,69,Male,Abuja,Married,Health,24/01/2017,12/09/2024,130570.79,Yes,4,361241.58,1,On-time,Bank Transfer,No,NorthEast,Adamawa,Plant-All-Risk,Individual
CS0015068,35,Male,Port Harcourt,Married,Home,16/04/2022,12/05/2024,399505.39,Yes,4,421486.43,1,On-time,Card Payment,No,SouthSouth,Cross-River,Contractors-All-Risk,Individual
CS0015069,44,Male,Kano,Single,Life,19/09/2015,11/04/2023,105668.55,No,2,44658.17,2,Missed,Bank Transfer,No,SouthEast,Imo,Aviation,Corporate
CS0015070,39,Female,Port Harcourt,Single,Health,26/01/2022,19/04/2023,274259.23,Yes,4,575874.37,3,Late,Mobile Payment,No,SouthSouth,Cross-River,Travel,Corporate
CS0015071,33,Male,Kano,Divorced,Life,03/09/2016,20/06/2023,167998.7,Yes,4,888127.48,4,Missed,Bank Transfer,No,SouthSouth,Delta,All Risk Insurance,Individual
CS0015072,19,Female,Abuja,Married,Travel,01/05/2022,23/11/2024,362305.84,Yes,4,761164.53,5,On-time,Bank Transfer,No,NorthEast,Taraba,Motor 3rd Party,Corporate
CS0015073,22,Female,Lagos,Married,Auto,09/09/2021,20/03/2024,348683.44,No,4,658914.72,5,On-time,Mobile Payment,Yes,SouthEast,Ebonyi,Home,Corporate
CS0015074,35,Male,Abuja,Married,Travel,08/01/2017,30/06/2024,352175.07,Yes,0,127056.91,4,On-time,Bank Transfer,No,SouthEast,Imo,Oil & Gas,Corporate
CS0015075,20,Male,Abuja,Single,Travel,04/07/2015,09/09/2023,443813.69,Yes,0,775083.5,2,On-time,Card Payment,No,SouthWest,Oyo,Marine Insurance,Individual
CS0015076,44,Male,Lagos,Married,Travel,30/10/2016,20/09/2023,392576.79,No,1,389751.85,3,On-time,Card Payment,Yes,SouthWest,Ondo,Consequential Loss,Individual
CS0015077,34,Male,Port Harcourt,Widowed,Life,04/08/2022,28/03/2024,171522.74,No,1,118323.25,2,Late,Card Payment,No,SouthWest,Oyo,Professional Indemnity,Individual
CS0015078,33,Male,Ibadan,Widowed,Auto,28/06/2021,02/06/2024,202868.58,Yes,2,562503.44,2,Missed,Mobile Payment,No,SouthSouth,Cross-River,Enhanced Motor 3rd Party,Individual
CS0015079,23,Female,Kano,Divorced,Life,03/02/2017,16/03/2023,435019.84,No,1,348158.65,1,Late,Bank Transfer,No,NorthWest,Sokoto,Marine Insurance,Individual
CS0015080,68,Female,Kano,Divorced,Health,16/05/2019,08/11/2023,413625.41,No,0,306222.27,5,On-time,Bank Transfer,No,SouthEast,Ebonyi,Personal Accident,Individual
CS0015081,24,Male,Abuja,Single,Life,29/10/2018,15/04/2023,461411.46,No,2,753004.57,2,On-time,Mobile Payment,No,SouthSouth,Akwa-Ibom,Plant-All-Risk,Individual
CS0015082,67,Male,Lagos,Widowed,Travel,04/08/2015,09/05/2023,420930.86,No,0,270525.38,2,On-time,Bank Transfer,No,SouthEast,Enugu,Personal Accident,Corporate
CS0015083,31,Male,Abuja,Single,Home,02/07/2018,17/06/2024,73373.93,Yes,4,537374.45,1,On-time,Bank Transfer,No,NorthEast,Adamawa,Enhanced Motor 3rd Party,Individual
CS0015084,55,Female,Abuja,Divorced,Home,04/11/2018,21/04/2023,171822.06,Yes,3,239111.23,1,On-time,Card Payment,No,NorthWest,Kebbi,Contractors-All-Risk,Corporate
CS0015085,57,Female,Port Harcourt,Single,Life,25/06/2016,21/08/2024,153348.88,Yes,3,519209.11,3,On-time,Mobile Payment,No,NorthWest,Jigawa,All Risk Insurance,Corporate
CS0015086,32,Female,Kano,Single,Travel,17/05/2017,18/10/2023,195701.81,Yes,1,494915.79,2,On-time,Card Payment,No,SouthWest,Oyo,Oil & Gas,Corporate
CS0015087,64,Female,Ibadan,Married,Travel,21/04/2018,11/08/2023,153246.13,Yes,0,241564.98,2,On-time,Bank Transfer,No,SouthWest,Osun,Plant-All-Risk,Individual
CS0015088,64,Male,Lagos,Divorced,Home,09/08/2018,04/04/2024,394576.04,Yes,0,793355.1,5,On-time,Bank Transfer,Yes,NorthCentral,Niger,Goods-In-Transit,Individual
CS0015089,65,Female,Ibadan,Married,Auto,23/01/2017,12/02/2024,353394.38,No,2,143511.47,2,On-time,Mobile Payment,No,NorthEast,Bauchi,Professional Indemnity,Corporate
CS0015090,50,Female,Lagos,Divorced,Auto,20/07/2017,17/09/2024,107425.94,Yes,3,12492.56,5,On-time,Card Payment,No,SouthWest,Osun,Machine Breakdown,Individual
CS0015091,60,Male,Kano,Married,Travel,17/03/2021,30/09/2024,98115.79,Yes,1,965315.31,2,On-time,Card Payment,Yes,NorthEast,Yobe,Travel,Corporate
CS0015092,44,Male,Port Harcourt,Divorced,Health,21/07/2017,13/02/2023,116815.54,Yes,1,511438.06,5,On-time,Mobile Payment,Yes,NorthCentral,Nasarawa,Contractors-All-Risk,Corporate
CS0015093,46,Female,Ibadan,Divorced,Health,18/10/2021,02/11/2023,163891.81,Yes,1,350050.27,5,On-time,Mobile Payment,No,SouthWest,Ekiti,Marine Insurance,Corporate
CS0015094,54,Male,Lagos,Widowed,Health,15/04/2017,23/10/2023,344508.95,No,1,215128.23,5,On-time,Bank Transfer,No,NorthCentral,Nasarawa,Enhanced Motor 3rd Party,Individual
